Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,B152072400001,59.47,,430.0,$8815.68,Male,51.0,5.0,34.0,7.0,Carrier A,$2.49,Supplier 5,Kolkata,23.0,871.0,12.0,$30.73,Pass,1.62,Road,routeA,228.06
haircare,B152062100001,,41.0,754.0,$3825.89,Unknown,94.0,,21.0,4.0,Carrier B,$8.03,,,18.0,482.0,17.0,$55.09,Fail,3.83,Road,B route,322.79
skincare,B152062000001,96.89,70.0,343.0,$5745.14,Male,17.0,7.0,58.0,4.0,Carrier C,$2.11,Supplier 4,Kolkata,9.0,110.0,,$63.26,Pending,4.86,Air,c,219.57
skincare,B152061400001,96.64,29.0,210.0,$4945.51,Unknown,,3.0,68.0,6.0,Carrier A,$8.26,Supplier 1,Chennai,7.0,460.0,2.0,$23.7,Pending,2.43,,A,905.86
haircare,B152061000001,11.37,66.0,728.0,$2020.29,Non-binary,16.0,17.0,96.0,2.0,Carrier B,$2.04,Supplier 5,Chennai,4.0,598.0,7.0,$44.98,Pending,2.17,Air,A route,275.96
,B152052400001,45.47,86.0,896.0,$9814.29,Unknown,45.0,20.0,33.0,7.0,Carrier C,$7.29,Supplier 4,Mumbai,22.0,362.0,29.0,$49.14,,0.26,Air,routeC,382.25
,B152052100001,92.74,72.0,124.0,$8752.73,Unknown,48.0,29.0,84.0,,Carrier C,$7.36,Supplier 2,Mumbai,12.0,139.0,7.0,$27.76,Fail,3.56,Rail,routeA,258.07
cosmetics,B152052000001,47.33,73.0,501.0,,Non-binary,55.0,,29.0,2.0,,$5.95,Supplier 5,Bangalore,,835.0,10.0,$30.05,Fail,4.2,Rail,b,446.6
cosmetics,B152051400001,94.41,28.0,343.0,$8029.58,Male,80.0,23.0,81.0,2.0,Carrier B,$2.36,Supplier 4,Delhi,6.0,802.0,26.0,$46.01,Pending,4.08,Sea,A route,401.45
cosmetics,B152051000001,65.49,69.0,441.0,$6358.99,Non-binary,68.0,,66.0,3.0,Carrier C,,Supplier 4,Chennai,20.0,996.0,5.0,$62.64,Pass,2.48,Sea,,129.63
cosmetics,B152042400001,41.51,33.0,278.0,$5446.19,Unknown,25.0,26.0,,5.0,Carrier B,$1.65,Supplier 4,Bangalore,7.0,317.0,9.0,,Pending,3.56,Road,route_B,735.04
skincare,B152042100001,26.57,25.0,494.0,$4346.39,Female,,22.0,34.0,6.0,Carrier A,$6.31,Supplier 2,Delhi,11.0,659.0,20.0,$88.48,Pass,4.74,Rail,C route,311.1
cosmetics,B152042000001,38.93,62.0,894.0,$3707.89,Female,22.0,18.0,78.0,6.0,,$3.6,Supplier 3,Delhi,20.0,374.0,20.0,$44.92,,4.25,Air,B,755.95
cosmetics,B152041400001,26.71,78.0,251.0,$1590.43,Unknown,47.0,23.0,32.0,3.0,,$9.34,Supplier 4,Kolkata,20.0,141.0,18.0,$11.21,Pass,3.98,Road,C route,127.32
cosmetics,B152041000001,76.61,54.0,262.0,$8839.37,Male,34.0,11.0,29.0,8.0,Carrier A,$3.31,Supplier 5,,,660.0,17.0,$55.34,Pass,,Air,route_B,837.22
cosmetics,B152032400001,33.0,4.0,562.0,$2224.2,Male,63.0,18.0,66.0,,Carrier A,$6.68,Supplier 2,Chennai,19.0,793.0,14.0,$19.32,Pending,4.64,Air,routeC,628.76
,B152032100001,43.4,11.0,325.0,$9181.14,Male,32.0,11.0,74.0,,,$9.54,Supplier 3,,18.0,989.0,25.0,$32.37,Pass,4.76,Sea,route_C,809.21
skincare,B152032000001,79.03,8.0,385.0,$1271.44,Female,4.0,7.0,41.0,6.0,Carrier C,$2.15,Supplier 2,Bangalore,3.0,495.0,3.0,$39.42,Pass,1.23,Rail,routeB,462.39
skincare,B152031400001,54.03,32.0,,$9021.11,Female,2.0,22.0,2.0,4.0,Carrier C,$4.66,Supplier 2,Delhi,14.0,707.0,15.0,,Pending,1.56,Sea,B route,734.0
skincare,B152031000001,84.98,97.0,360.0,$7996.8,Male,62.0,,56.0,6.0,,$9.96,,Delhi,16.0,155.0,24.0,$61.86,Pass,1.72,Sea,routeB,756.93
skincare,B152072100001,52.76,33.0,489.0,$7451.85,Male,64.0,8.0,94.0,3.0,Carrier B,$5.42,Supplier 3,Kolkata,5.0,676.0,13.0,$21.87,,0.01,Rail,,565.12
haircare,B152072000001,2.36,,818.0,$1764.49,Unknown,,27.0,67.0,9.0,Carrier A,$1.11,Supplier 4,Chennai,20.0,439.0,6.0,$66.1,,4.46,Air,route_A,484.3
haircare,B152071400001,96.6,47.0,180.0,$2304.51,Female,1.0,20.0,64.0,1.0,Carrier C,$9.3,Supplier 3,Chennai,21.0,903.0,17.0,$45.52,Fail,4.66,Rail,C route,630.29
,B152071000001,97.66,43.0,343.0,$3503.14,Female,4.0,25.0,45.0,9.0,Carrier A,$8.48,Supplier 2,Delhi,26.0,195.0,9.0,$32.2,Pass,4.83,,routeB,227.98
cosmetics,B152062400001,17.35,45.0,477.0,$4603.0,Non-binary,4.0,,10.0,4.0,Carrier A,$3.48,Supplier 1,Delhi,22.0,608.0,7.0,$21.67,Pending,0.14,,a,332.62
haircare,C641382-7438A/1,99.14,68.0,544.0,$8606.0,Male,62.0,2.0,32.0,7.0,Carrier B,$6.06,Supplier 1,Chennai,8.0,625.0,24.0,$91.51,Pending,2.15,Sea,routeC,329.22
haircare,C641365-7438A/1,,18.0,56.0,$3191.53,Non-binary,62.0,4.0,60.0,2.0,Carrier C,$4.09,Supplier 5,,7.0,762.0,15.0,$49.9,Fail,4.02,Air,routeB,542.55
haircare,C641317-7438A/1,,11.0,139.0,$1620.87,Non-binary,68.0,10.0,3.0,5.0,Carrier A,$6.27,Supplier 2,Bangalore,29.0,,19.0,$47.98,Fail,1.05,Rail,C,776.25
skincare,C641301-7438A/1,16.98,77.0,605.0,$4470.78,,63.0,22.0,6.0,8.0,Carrier C,$2.31,Supplier 2,Kolkata,,545.0,11.0,$72.13,Fail,2.5,Air,route_A,404.85
haircare,C641189-7766/00,16.12,52.0,772.0,$1388.33,Non-binary,61.0,8.0,66.0,4.0,Carrier C,$2.24,Supplier 3,Delhi,10.0,181.0,17.0,$41.05,Pass,1.19,Sea,routeC,965.94
haircare,C641182-7766/00,51.98,40.0,893.0,,Male,7.0,26.0,73.0,2.0,Carrier C,$2.65,Supplier 4,Bangalore,7.0,630.0,8.0,$40.59,Pending,1.64,Air,route_C,470.29
cosmetics,C641165-7766/00,29.32,93.0,886.0,$9807.94,Female,92.0,2.0,91.0,7.0,Carrier C,$3.86,Supplier 2,Delhi,8.0,616.0,12.0,$46.38,Pass,0.09,,b,988.9
cosmetics,C641189-7772/00,89.75,5.0,903.0,$2534.76,Non-binary,92.0,16.0,93.0,9.0,Carrier B,,,Chennai,6.0,221.0,25.0,,Pass,0.89,Air,route_C,882.18
skincare,C641182-7772/00,75.72,66.0,834.0,$4640.3,Female,58.0,26.0,15.0,2.0,Carrier C,$6.86,Supplier 3,Mumbai,29.0,279.0,9.0,$80.13,Pass,3.65,Rail,a,
skincare,C641165-7772/00,3.84,92.0,823.0,$6765.74,Female,77.0,17.0,,9.0,Carrier C,$1.55,Supplier 2,Chennai,6.0,382.0,22.0,$94.23,Pending,1.61,Road,a,
skincare,C641189-7795/00,,83.0,5.0,$8223.02,Female,,,40.0,8.0,Carrier B,$3.98,Supplier 2,Kolkata,23.0,648.0,5.0,$64.5,Fail,2.92,Air,routeA,450.64
haircare,C641182-7798/00,90.2,29.0,558.0,$5065.74,Non-binary,59.0,1.0,85.0,2.0,Carrier C,$5.74,,Bangalore,28.0,225.0,16.0,$43.57,Pending,0.02,Air,A,138.16
haircare,C641165-7795/00,88.21,,245.0,$7537.6,Non-binary,40.0,,63.0,3.0,Carrier A,$3.24,Supplier 2,Kolkata,6.0,336.0,21.0,$56.87,Pending,4.05,Road,C route,760.42
haircare,C641189-7777/00,52.32,59.0,737.0,$6976.71,,94.0,21.0,64.0,3.0,,$3.28,Supplier 3,Chennai,18.0,749.0,,$93.23,,0.6,Air,c,460.89
cosmetics,C641182-7777/00,57.08,44.0,,$3484.26,Male,24.0,5.0,58.0,8.0,Carrier C,$2.45,Supplier 1,Kolkata,20.0,952.0,11.0,,Pending,1.46,Sea,A route,861.18
haircare,C641165-7777/00,51.54,15.0,,$8490.59,Female,84.0,28.0,55.0,5.0,Carrier A,,Supplier 2,Kolkata,2.0,216.0,6.0,$91.42,Fail,3.31,Rail,,868.08
skincare,C641489-6930/00,99.99,41.0,512.0,$1616.21,Non-binary,8.0,16.0,70.0,3.0,Carrier A,$1.22,Supplier 2,Chennai,28.0,849.0,21.0,$39.18,Pass,2.65,Air,routeB,277.01
haircare,C641482-6930/00,46.32,85.0,827.0,$4083.37,Non-binary,58.0,13.0,83.0,2.0,Carrier C,$1.87,Supplier 3,Bangalore,,160.0,27.0,$24.51,Pending,3.75,Air,A route,
cosmetics,C641465-6930/00,84.93,60.0,945.0,$8594.42,Male,46.0,20.0,23.0,1.0,Carrier A,,Supplier 4,Kolkata,22.0,787.0,19.0,$59.18,Pass,3.7,Road,c,112.43
cosmetics,C641429-6930/00,50.56,27.0,838.0,$1945.8,Non-binary,52.0,18.0,61.0,6.0,Carrier C,$4.77,Supplier 4,Chennai,21.0,549.0,2.0,$68.14,Pending,2.67,,A,857.14
skincare,C641489-6944/00,26.17,40.0,487.0,$2271.44,Female,44.0,19.0,40.0,5.0,,$1.05,Supplier 3,Delhi,20.0,526.0,24.0,$76.12,Pass,2.94,Rail,routeC,895.21
skincare,C641482-6944/00,28.24,49.0,857.0,$6975.42,Male,79.0,26.0,71.0,9.0,Carrier C,$4.4,Supplier 1,Mumbai,16.0,756.0,2.0,,,4.67,Air,B route,651.08
haircare,C641465-6944/00,29.83,,100.0,$6471.01,,80.0,11.0,64.0,2.0,Carrier B,,Supplier 2,Kolkata,9.0,664.0,16.0,$56.04,Pending,0.57,Rail,C route,876.7
haircare,C641429-6944/00,43.31,69.0,4.0,$4209.64,Non-binary,45.0,1.0,2.0,5.0,Carrier B,$4.08,,,3.0,256.0,29.0,$46.71,Pass,3.7,Sea,route_A,498.38
skincare,C635689-6594/02,46.86,39.0,848.0,$1314.14,Female,46.0,3.0,,6.0,Carrier B,$5.03,Supplier 3,Bangalore,15.0,113.0,5.0,$45.36,Pending,0.47,Rail,,599.11
,C635682-6491/02,52.97,74.0,771.0,,Non-binary,69.0,20.0,91.0,4.0,Carrier B,$4.43,Supplier 1,Mumbai,3.0,143.0,18.0,$57.1,Fail,4.91,,C,238.05
haircare,C635665-6491/02,71.54,7.0,519.0,$5571.21,Male,63.0,6.0,2.0,5.0,Carrier C,$7.47,Supplier 1,Mumbai,14.0,640.0,22.0,$21.59,Fail,4.53,Rail,,787.04
cosmetics,C635657-6491/02,19.1,88.0,637.0,$4503.91,Unknown,24.0,16.0,39.0,9.0,Carrier A,,Supplier 1,,17.0,703.0,17.0,$26.06,Pass,4.49,Rail,a,289.37
,C635629-6491/02,1.93,26.0,703.0,$8620.84,Non-binary,20.0,15.0,97.0,3.0,Carrier C,$3.14,Supplier 3,Delhi,28.0,,21.0,$43.7,Fail,4.46,Rail,B route,440.57
skincare,C635689-6594/01,22.35,,413.0,$9081.26,Unknown,52.0,14.0,90.0,7.0,Carrier A,$5.91,Supplier 3,Mumbai,8.0,306.0,21.0,$24.07,Pending,4.57,Road,,360.79
skincare,C635682-6491/01,92.24,66.0,999.0,$2673.65,Non-binary,40.0,17.0,11.0,5.0,Carrier C,$7.11,Supplier 5,Chennai,9.0,522.0,15.0,$29.77,Fail,,Sea,B,619.61
,C635665-6491/01,93.68,67.0,163.0,$4202.76,Unknown,9.0,,14.0,3.0,Carrier B,$2.87,,Delhi,4.0,759.0,9.0,$28.02,Pass,1.22,Rail,,286.05
skincare,C635657-6491/01,87.72,,346.0,$6198.51,Female,98.0,2.0,81.0,4.0,Carrier A,$1.58,Supplier 1,Kolkata,9.0,604.0,,$67.93,Pending,4.45,Air,route_A,
cosmetics,C635629-6491/01,91.56,53.0,440.0,$4983.14,Female,82.0,1.0,94.0,8.0,Carrier B,,Supplier 2,Bangalore,19.0,518.0,5.0,$79.14,,2.31,,A,239.43
haircare,C635689-6507/00,52.34,28.0,975.0,$6609.18,,12.0,7.0,78.0,1.0,Carrier B,$4.65,Supplier 3,Bangalore,,438.0,3.0,$97.85,Pending,1.87,Sea,A,845.27
skincare,C635682-6507/00,9.99,26.0,,$4966.47,Female,26.0,10.0,29.0,8.0,Carrier A,$3.33,Supplier 5,Delhi,2.0,364.0,,$79.77,Fail,,Rail,c,980.55
skincare,C635665-6507/00,27.59,97.0,685.0,$7398.14,Non-binary,75.0,4.0,79.0,4.0,Carrier C,$9.39,Supplier 1,Kolkata,4.0,652.0,28.0,$69.44,Fail,3.38,,route_B,447.93
skincare,C635657-6507/00,52.17,52.0,898.0,$3462.99,Female,30.0,9.0,50.0,2.0,Carrier A,$6.38,Supplier 5,Bangalore,27.0,345.0,4.0,$72.08,Fail,3.63,Road,,127.8
skincare,C635629-6507/00,1.33,52.0,,,Female,,6.0,64.0,5.0,Carrier A,$6.08,Supplier 5,Chennai,29.0,326.0,19.0,$33.43,,,Air,route_B,203.24
haircare,C635689-6280/00,68.39,,339.0,$1855.5,Non-binary,64.0,28.0,34.0,4.0,Carrier A,$8.73,Supplier 2,Chennai,27.0,391.0,22.0,$54.81,Pass,0.01,Air,routeC,434.52
haircare,C635682-6280/00,30.42,64.0,,$3066.5,Non-binary,94.0,18.0,62.0,4.0,Carrier C,$4.37,Supplier 3,Delhi,12.0,373.0,1.0,$48.48,Pass,2.15,Rail,route_C,406.17
skincare,C635665-6280/00,37.36,10.0,616.0,$7751.94,Male,2.0,11.0,61.0,1.0,Carrier C,$4.74,Supplier 4,Bangalore,12.0,512.0,5.0,$34.33,,2.43,Air,a,751.86
haircare,C635657-6280/00,90.15,,617.0,$7404.94,Unknown,30.0,28.0,48.0,7.0,Carrier A,$1.69,,Delhi,19.0,,23.0,$36.29,Pending,0.28,Sea,C,763.61
haircare,C635629-6280/00,84.78,43.0,108.0,$1424.59,Male,82.0,15.0,19.0,9.0,Carrier B,$3.22,Supplier 1,Bangalore,23.0,502.0,1.0,$52.48,Pending,3.76,Rail,routeA,295.44
skincare,C641389-7400/00,29.53,89.0,820.0,$6736.48,,75.0,1.0,8.0,3.0,Carrier B,$3.71,Supplier 1,Kolkata,10.0,658.0,10.0,$66.71,Pending,3.55,Road,a,469.24
cosmetics,C641382-7400/00,48.01,80.0,638.0,$4510.68,Unknown,41.0,19.0,86.0,4.0,Carrier C,$9.42,Supplier 2,Delhi,23.0,,14.0,$40.53,Fail,2.7,Sea,routeB,626.46
,C641365-7400/00,59.07,79.0,315.0,$3494.11,Female,93.0,29.0,1.0,7.0,Carrier B,$1.98,Supplier 2,Chennai,11.0,931.0,7.0,$36.64,Pass,1.28,Sea,B route,260.86
haircare,C641315-7400/00,40.06,23.0,631.0,$6331.63,Unknown,73.0,9.0,75.0,1.0,Carrier B,$4.31,Supplier 3,Delhi,16.0,768.0,,$59.98,Fail,4.91,Sea,,953.41
haircare,C641389-7422/00,95.86,52.0,924.0,$6672.52,Unknown,35.0,3.0,,2.0,Carrier A,$5.51,Supplier 3,Chennai,7.0,893.0,27.0,$68.91,Pending,4.11,Sea,,714.3
skincare,C641382-7422/00,35.09,87.0,185.0,$8236.17,Non-binary,66.0,29.0,65.0,8.0,Carrier B,$5.81,Supplier 2,Delhi,15.0,868.0,16.0,$82.21,Pending,3.72,,B,946.1
skincare,C641365-7422/00,47.43,65.0,354.0,$6460.07,Male,94.0,23.0,9.0,3.0,Carrier B,$4.72,Supplier 2,Mumbai,7.0,580.0,12.0,$19.86,Pass,3.44,Air,route_A,631.54
skincare,C641315-7424/00,77.99,96.0,797.0,$7046.39,Female,8.0,5.0,99.0,3.0,Carrier B,,Supplier 5,Kolkata,29.0,541.0,16.0,$69.85,Pending,1.84,Sea,routeC,944.4
skincare,C651782-8430/00,21.96,99.0,,$6950.01,Female,59.0,13.0,92.0,,,$9.22,Supplier 2,Bangalore,,873.0,5.0,$51.72,Pass,3.7,Rail,B,844.12
cosmetics,C651765-8430/00,14.74,,476.0,$9101.28,Non-binary,28.0,14.0,78.0,,Carrier C,$2.42,Supplier 2,Bangalore,17.0,398.0,18.0,$71.99,Pass,1.3,Road,route_C,911.06
skincare,C651717-8430/00,79.1,62.0,259.0,$2541.24,Unknown,78.0,3.0,12.0,1.0,Carrier B,$2.99,Supplier 2,Bangalore,26.0,,13.0,$13.33,Pass,1.96,Sea,C route,344.67
skincare,C651782-5388/00,,86.0,610.0,$8405.74,Unknown,54.0,20.0,71.0,1.0,Carrier C,$2.32,Supplier 5,Mumbai,4.0,219.0,15.0,$78.49,Pass,,,A route,515.98
cosmetics,C651765-8388/00,46.47,48.0,607.0,$3461.22,Non-binary,22.0,26.0,31.0,,Carrier A,$3.1,Supplier 5,Chennai,20.0,566.0,8.0,$45.39,Pass,3.25,Rail,routeA,609.58
haircare,C651717-8388/00,37.92,96.0,148.0,$1201.2,Non-binary,5.0,21.0,70.0,4.0,Carrier C,$9.99,Supplier 5,Chennai,22.0,478.0,25.0,$25.9,Pass,4.39,Air,route_B,852.88
haircare,C651782-8386/00,65.25,95.0,951.0,$2962.79,Female,50.0,3.0,42.0,3.0,Carrier C,$9.47,Supplier 4,Kolkata,26.0,862.0,17.0,$36.54,,4.27,Sea,routeB,153.8
haircare,C651765-8386/00,95.25,74.0,,,Non-binary,29.0,22.0,34.0,6.0,,$1.14,Supplier 3,Delhi,6.0,323.0,18.0,$34.94,Pending,4.2,Air,b,274.25
cosmetics,C651717-8386/00,13.15,69.0,899.0,$6178.67,Male,48.0,2.0,17.0,5.0,Carrier A,$2.76,Supplier 4,Chennai,21.0,451.0,24.0,$77.43,Pass,4.06,Road,route_B,519.85
,C651782-8385/00,95.57,80.0,895.0,$5150.15,Non-binary,36.0,2.0,74.0,9.0,Carrier A,$5.88,Supplier 3,Kolkata,14.0,997.0,12.0,$27.66,Pass,3.87,Air,routeB,909.06
cosmetics,C651765-8385/00,95.6,1.0,148.0,$6293.24,Male,33.0,1.0,51.0,1.0,Carrier B,$8.78,Supplier 4,Chennai,23.0,897.0,1.0,,Pass,3.06,,routeB,463.99
skincare,C651717-8385/00,4.14,,539.0,$7517.03,Non-binary,63.0,6.0,82.0,6.0,Carrier C,,Supplier 2,Delhi,5.0,561.0,25.0,$34.94,Pending,4.05,Road,B,770.22
cosmetics,C641182-8265/00,74.75,54.0,325.0,$7854.41,,16.0,22.0,52.0,2.0,Carrier A,$9.99,Supplier 1,Bangalore,12.0,277.0,24.0,$13.19,Fail,4.07,Rail,C,946.83
cosmetics,C641165-8265/00,23.1,53.0,738.0,$4965.02,Non-binary,95.0,5.0,38.0,2.0,Carrier A,$6.85,Supplier 2,Chennai,20.0,754.0,26.0,$17.67,Fail,,Air,c,400.6
cosmetics,C641117-8265/00,95.63,11.0,468.0,$8034.73,Male,79.0,18.0,20.0,1.0,Carrier B,$4.13,Supplier 1,Chennai,16.0,858.0,19.0,$54.35,Fail,1.58,Rail,B,815.6
haircare,C641101-8265/00,5.41,92.0,712.0,$7607.48,Non-binary,90.0,26.0,4.0,3.0,Carrier B,$5.56,Supplier 2,Chennai,9.0,792.0,12.0,$53.82,Pending,4.44,Road,,
haircare,C641182-8180/00,6.51,60.0,689.0,$7408.02,Female,24.0,27.0,72.0,6.0,Carrier B,$1.78,Supplier 1,Chennai,17.0,296.0,17.0,$59.0,Pass,,,routeC,994.22
skincare,C641165-8180/00,87.81,,223.0,,Female,26.0,11.0,76.0,4.0,Carrier B,$1.08,,Mumbai,19.0,214.0,19.0,$77.79,,2.66,Road,A,875.55
haircare,C641117-8180/00,37.55,71.0,703.0,$6418.42,Non-binary,20.0,22.0,19.0,5.0,Carrier A,$3.28,Supplier 3,Kolkata,27.0,576.0,8.0,$58.37,Fail,1.57,Sea,a,450.56
skincare,C641101-8180/00,47.17,37.0,15.0,$1461.92,Male,59.0,19.0,,8.0,Carrier C,$5.38,Supplier 2,,28.0,823.0,10.0,$69.64,Fail,2.85,Road,,380.52
cosmetics,C641182-8169/00,91.06,17.0,818.0,$9497.82,Male,62.0,15.0,2.0,2.0,Carrier B,$3.9,Supplier 4,Mumbai,13.0,698.0,28.0,$20.62,Pass,0.6,Road,A,887.77
skincare,C641165-8169/00,39.48,14.0,111.0,$8016.49,Unknown,21.0,17.0,81.0,5.0,Carrier B,$2.73,Supplier 5,Delhi,13.0,939.0,29.0,$90.54,Fail,3.87,Rail,A,643.76
,C641117-8169/00,22.56,8.0,583.0,$9926.0,Unknown,54.0,20.0,5.0,8.0,Carrier B,$2.64,Supplier 4,Kolkata,18.0,936.0,2.0,,Pending,1.75,Road,B route,646.52
cosmetics,C641101-8169/00,59.65,65.0,499.0,$7313.61,Unknown,70.0,28.0,11.0,6.0,Carrier A,$6.19,Supplier 3,Kolkata,5.0,224.0,4.0,$79.03,Pending,3.52,Road,a,274.31
cosmetics,C641382-8108A/4,77.79,52.0,118.0,$9840.13,Female,72.0,1.0,31.0,9.0,Carrier A,$2.11,,Bangalore,27.0,163.0,13.0,$82.22,Pass,4.63,Road,,266.9
haircare,C641365-8108A/4,23.67,31.0,643.0,$9951.98,Unknown,78.0,3.0,34.0,2.0,Carrier C,$1.61,Supplier 3,Bangalore,15.0,841.0,13.0,$67.08,Pass,2.81,Sea,route_C,858.54
,C641317-8108A/4,89.97,10.0,297.0,$1188.76,Male,57.0,7.0,85.0,,Carrier B,,Supplier 1,,14.0,844.0,10.0,$39.72,,3.41,Rail,a,687.19
haircare,C641301-8108A/4,,59.0,516.0,$1447.57,Non-binary,20.0,13.0,10.0,4.0,Carrier B,$2.06,,Kolkata,13.0,104.0,29.0,$56.81,Pass,0.17,Sea,c,740.57
cosmetics,C641382-8196A/3,,18.0,314.0,$1057.64,Female,53.0,14.0,,6.0,Carrier C,$2.7,Supplier 3,Chennai,17.0,986.0,26.0,$96.74,Pass,2.56,Air,B,396.11
haircare,C641365-8196A/3,80.29,,,$5546.98,Male,43.0,11.0,29.0,,Carrier C,$2.68,Supplier 4,,10.0,315.0,29.0,$51.1,Fail,3.45,,,893.01
cosmetics,C641317-8196A/3,53.8,75.0,920.0,$2367.45,Male,53.0,7.0,6.0,8.0,Carrier B,$7.19,Supplier 5,Mumbai,2.0,778.0,20.0,$32.38,Fail,2.76,Sea,C route,737.9
skincare,C641301-8196A/3,,96.0,,$4638.82,,90.0,12.0,97.0,,Carrier A,$2.83,Supplier 4,Delhi,15.0,598.0,14.0,$24.39,,3.83,Rail,B,597.2
cosmetics,C641382-8007A/2,74.38,61.0,261.0,$7590.24,Male,33.0,4.0,,7.0,Carrier C,,Supplier 4,Bangalore,25.0,168.0,7.0,$54.38,Pending,2.79,Air,,269.98
cosmetics,C641365-8007A/2,36.45,25.0,240.0,$7358.19,Unknown,62.0,29.0,44.0,8.0,Carrier B,$6.79,Supplier 5,,17.0,320.0,21.0,,Pending,4.4,Road,route_B,693.39
haircare,C641317-8007A/2,86.32,36.0,215.0,$4533.6,Non-binary,15.0,8.0,18.0,,Carrier B,$5.02,Supplier 1,Kolkata,11.0,726.0,10.0,$54.0,,,Air,c,351.3
skincare,C641301-8007A/2,,1.0,484.0,$4283.22,Non-binary,91.0,3.0,59.0,8.0,Carrier A,$1.4,Supplier 3,Delhi,23.0,216.0,27.0,$19.27,Pass,3.8,Sea,C route,560.99
skincare,C640079-25320/3,28.39,50.0,150.0,$9599.06,Male,26.0,24.0,70.0,1.0,Carrier C,$5.53,,Chennai,1.0,795.0,10.0,,Fail,,Rail,b,616.81
haircare,C640079-25320/2,61.51,,303.0,,Unknown,73.0,11.0,17.0,2.0,Carrier B,$1.35,Supplier 5,Kolkata,22.0,820.0,16.0,$57.46,Pending,1.82,Air,,628.59
haircare,C640079-25320/1,51.81,65.0,330.0,,Male,77.0,10.0,72.0,8.0,Carrier B,$4.39,Supplier 1,Delhi,21.0,811.0,10.0,$85.28,Fail,2.56,Sea,,513.68
cosmetics,C640079-25289/3,28.42,70.0,285.0,$8887.01,Unknown,45.0,16.0,59.0,2.0,Carrier A,$1.6,Supplier 3,Chennai,22.0,333.0,4.0,$54.81,Pending,4.41,Road,routeA,901.1
haircare,C640079-25289/2,66.19,50.0,200.0,$2868.33,Unknown,96.0,10.0,99.0,9.0,Carrier C,$3.8,Supplier 2,Chennai,25.0,521.0,26.0,$13.25,Fail,1.24,Rail,c,997.71
cosmetics,C640079-25289/1,9.6,16.0,957.0,$2347.5,Male,57.0,16.0,80.0,1.0,Carrier B,$3.24,Supplier 3,Bangalore,16.0,804.0,6.0,$91.42,Pending,2.83,Sea,C route,508.29
haircare,C640065-25320/3,54.0,10.0,,$4537.95,Non-binary,24.0,25.0,59.0,5.0,Carrier C,$8.71,,Chennai,22.0,501.0,9.0,$24.4,Fail,2.56,,C,942.06
skincare,C640065-25320/2,83.37,67.0,283.0,$2988.82,Female,25.0,27.0,74.0,3.0,Carrier A,$5.39,Supplier 5,,21.0,128.0,24.0,$73.9,Pass,1.13,Sea,c,
haircare,C640065-25320/1,51.13,14.0,824.0,$1862.53,Male,40.0,19.0,3.0,9.0,Carrier B,$3.62,Supplier 1,Delhi,19.0,733.0,25.0,$55.6,Fail,4.95,Air,routeB,322.05
skincare,C640065-25289/3,86.54,98.0,,$6932.66,Male,51.0,27.0,9.0,5.0,Carrier A,$4.67,Supplier 2,Mumbai,1.0,861.0,1.0,$65.01,Pending,3.37,Sea,routeB,612.0
haircare,C640065-25289/2,78.93,59.0,653.0,$4825.39,Male,45.0,3.0,90.0,,Carrier B,$7.15,Supplier 2,Chennai,26.0,889.0,20.0,$20.92,Pass,0.03,Road,B,523.47
haircare,C640065-25289/1,95.29,32.0,443.0,$4416.5,Male,42.0,19.0,87.0,1.0,Carrier C,$7.75,Supplier 5,Bangalore,15.0,292.0,28.0,$82.49,Pending,1.29,Rail,A,154.96
cosmetics,C640057-25320/3,13.42,27.0,827.0,$1669.12,Male,8.0,24.0,45.0,1.0,Carrier B,$6.42,Supplier 3,Delhi,28.0,471.0,25.0,$49.65,Pass,0.22,Air,route_C,669.43
skincare,C640057-25320/2,16.21,56.0,249.0,,Unknown,38.0,11.0,28.0,2.0,Carrier A,$1.43,Supplier 1,Bangalore,1.0,304.0,6.0,$89.44,Pending,3.95,Air,routeB,670.7
haircare,C640057-25320/1,6.03,85.0,811.0,$3860.99,Male,89.0,29.0,6.0,,Carrier B,$7.62,Supplier 5,Chennai,13.0,799.0,26.0,$27.43,Pending,3.94,Air,B,368.54
skincare,C640057-25289/3,74.42,76.0,,$2650.2,Unknown,30.0,,19.0,9.0,Carrier A,$2.55,Supplier 3,Chennai,6.0,808.0,22.0,$78.43,Fail,0.06,Road,routeA,420.01
skincare,C640057-25289/2,62.39,91.0,1.0,$8135.76,Female,66.0,26.0,86.0,3.0,Carrier A,$5.9,Supplier 4,Kolkata,15.0,810.0,28.0,$64.45,Pending,4.23,Sea,routeA,817.83
skincare,C640057-25289/1,30.96,76.0,315.0,$7602.07,,21.0,8.0,39.0,2.0,Carrier C,$2.84,Supplier 1,Chennai,23.0,306.0,25.0,$25.99,Pass,1.68,Rail,route_A,714.65
haircare,C570162-22987/4,48.39,58.0,487.0,,Unknown,15.0,18.0,84.0,4.0,Carrier A,$1.3,Supplier 3,Kolkata,,743.0,23.0,$43.44,Pass,1.62,Road,A,
