product_type,sku,estimated_price,availability,number_of_products_sold,revenue_generated,customer_demographics,stock_levels,lead_times,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,lead_time,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,demurrage,demurrage_bin
haircare,1VRT0480GE,91860.0,8.0,961.0,4057.93,Non-binary,10.0,18.0,14.0,8.0,Carrier B,864.0,Supplier 1,Chennai,19.0,992.0,20.0,29.21,Pass,3.67,Air,Route_B,318.52,1007675.0,True
cosmetics,1VGK0070ZI,79580.0,9.0,715.0,1800.91,Unknown,71.0,12.0,78.0,2.0,Carrier C,360.0,Supplier 1,Kolkata,2.0,471.0,6.0,58.03,Fail,1.27,Air,Route_B,808.99,1853992.0,True
haircare,1VGR0050ZI,77220.0,17.0,193.0,5075.32,Male,78.0,22.0,25.0,9.0,Carrier B,644.0,Supplier 5,Chennai,10.0,537.0,3.0,15.1,Pass,3.89,Air,Route_C,739.38,0.0,False
skincare,1VGR0070ZI,26310.0,21.0,278.0,2483.96,Non-binary,33.0,3.0,10.0,5.0,Carrier C,483.0,Supplier 1,Kolkata,13.0,131.0,3.0,35.68,Pending,2.57,Sea,Route_B,973.49,0.0,False
skincare,1VGT0010ZI,30900.0,51.0,354.0,3159.9,Female,26.0,2.0,43.0,7.0,Carrier B,348.0,Supplier 1,Chennai,10.0,285.0,9.0,35.44,Pending,3.54,Road,Route_B,980.87,0.0,False
haircare,1VGT0160ZI,16149.999999999998,11.0,824.0,1540.87,Non-binary,75.0,23.0,50.0,5.0,Carrier B,277.0,Supplier 4,Delhi,17.0,794.0,18.0,89.6,Fail,1.91,Rail,Route_B,260.86,0.0,False
cosmetics,TINPOLAROIDUVV,23790.0,40.0,403.0,9473.8,Non-binary,44.0,29.0,72.0,7.0,Carrier A,283.0,Supplier 4,Mumbai,26.0,479.0,13.0,73.6,Fail,2.32,Road,Route_A,562.75,1437042.0,True
skincare,TINPOLAROIDUVW,21410.0,19.0,109.0,8057.86,Female,33.0,27.0,9.0,5.0,Carrier B,240.0,Supplier 5,Mumbai,15.0,934.0,22.0,97.59,Pending,2.58,Road,Route_C,715.15,775463.0,True
skincare,PLSL1277520000,26430.0,72.0,199.0,8784.66,Non-binary,78.0,13.0,21.0,3.0,Carrier A,490.0,Supplier 4,Chennai,11.0,775.0,7.0,40.82,Pending,1.38,Air,Route_C,504.11,1237783.0,True
haircare,Calefactot,15040.0,12.0,154.0,8705.19,Male,26.0,7.0,97.0,6.0,Carrier A,548.0,Supplier 5,Mumbai,25.0,520.0,3.0,12.49,Pass,4.4,Sea,Route_A,352.95,0.0,False
cosmetics,010100145,82050.0,91.0,399.0,6434.17,Unknown,77.0,2.0,67.0,1.0,Carrier A,548.0,Supplier 3,Delhi,5.0,917.0,8.0,55.29,Fail,3.19,Road,Route_A,583.22,0.0,False
skincare,010100147,34390.0,87.0,628.0,8402.45,Male,81.0,15.0,12.0,4.0,Carrier B,154.0,Supplier 3,Mumbai,10.0,821.0,10.0,83.35,Pass,3.84,Rail,Route_A,408.0,1882821.0,True
haircare,010100149,77490.0,47.0,221.0,5372.36,Male,2.0,16.0,2.0,9.0,Carrier C,229.0,Supplier 1,Chennai,2.0,545.0,7.0,98.4,Fail,3.09,Road,Route_C,596.63,0.0,False
skincare,010100208,59690.0,28.0,271.0,1952.68,Non-binary,44.0,11.0,70.0,4.0,Carrier C,485.0,Supplier 3,Delhi,28.0,835.0,21.0,51.77,Fail,3.42,Air,Route_B,716.37,1663232.0,True
haircare,010100234,38470.0,41.0,280.0,9483.93,Unknown,12.0,1.0,24.0,5.0,Carrier A,967.0,Supplier 2,Kolkata,11.0,853.0,19.0,44.52,Fail,2.68,Sea,Route_A,160.98,0.0,False
skincare,010100261,45190.0,63.0,959.0,8019.89,Unknown,51.0,6.0,47.0,3.0,Carrier B,616.0,Supplier 1,Delhi,24.0,123.0,23.0,88.09,Pending,0.73,Road,Route_C,908.99,0.0,False
haircare,10200063,63860.0,75.0,536.0,6265.71,Female,6.0,11.0,65.0,2.0,Carrier A,336.0,Supplier 2,Chennai,14.0,903.0,5.0,95.29,Pending,4.38,Air,Route_A,184.23,0.0,False
haircare,10200112,41540.0,14.0,835.0,8051.5,Male,53.0,27.0,76.0,1.0,Carrier C,553.0,Supplier 4,Bangalore,4.0,594.0,10.0,72.02,Pass,0.85,Sea,Route_B,766.73,1963262.0,True
cosmetics,10200118,98140.0,28.0,181.0,8857.98,Male,11.0,7.0,85.0,8.0,Carrier B,698.0,Supplier 4,Delhi,6.0,307.0,18.0,60.9,Fail,4.36,Air,Route_C,172.98,1962603.0,True
cosmetics,10200146,26450.0,40.0,825.0,2041.31,Female,93.0,29.0,92.0,4.0,Carrier A,450.0,Supplier 2,Delhi,25.0,108.0,4.0,88.02,Fail,4.15,Road,Route_A,903.19,1354652.0,True
cosmetics,10200170,7250.0,65.0,357.0,2240.97,Female,21.0,28.0,91.0,4.0,Carrier B,356.0,Supplier 2,Bangalore,27.0,492.0,20.0,28.08,Pending,0.66,Road,Route_A,892.19,0.0,False
haircare,10200189,82700.0,95.0,317.0,1466.07,Non-binary,10.0,21.0,47.0,4.0,Carrier A,172.0,Supplier 5,Kolkata,8.0,451.0,18.0,70.66,Pass,4.57,Sea,Route_A,163.15,851395.0,True
haircare,10300091,53720.0,30.0,169.0,1150.81,Unknown,42.0,26.0,82.0,7.0,Carrier B,277.0,Supplier 2,Mumbai,19.0,141.0,21.0,56.65,Fail,0.95,Road,Route_B,780.95,0.0,False
haircare,10300100,23140.0,79.0,869.0,6887.44,Female,19.0,16.0,83.0,4.0,Carrier B,543.0,Supplier 5,Chennai,18.0,785.0,11.0,12.92,Pass,2.9,Road,Route_B,866.38,0.0,False
skincare,10300115,48460.0,48.0,206.0,3015.84,Female,98.0,20.0,23.0,7.0,Carrier C,248.0,Supplier 3,Chennai,29.0,310.0,24.0,27.49,Pending,0.63,Rail,Route_A,645.87,0.0,False
haircare,10300117,61030.0,57.0,382.0,5610.7,Male,8.0,13.0,71.0,8.0,Carrier A,813.0,Supplier 2,Chennai,18.0,351.0,22.0,42.55,Fail,3.38,Air,Route_A,862.35,0.0,False
skincare,10300118,14780.0,33.0,496.0,7962.15,Male,51.0,24.0,34.0,6.0,Carrier C,214.0,Supplier 2,Bangalore,25.0,742.0,4.0,64.12,Fail,2.71,Rail,Route_C,253.07,1044572.0,True
haircare,10300125,82690.0,28.0,551.0,7132.18,Non-binary,73.0,2.0,82.0,1.0,Carrier B,601.0,Supplier 3,Delhi,23.0,151.0,1.0,46.34,Pass,1.79,Road,Route_B,336.84,1802754.0,True
skincare,10400041,85290.0,60.0,202.0,3592.05,Non-binary,54.0,1.0,63.0,7.0,Carrier A,525.0,Supplier 5,Bangalore,3.0,151.0,10.0,73.17,Pass,2.63,Road,Route_A,789.24,0.0,False
cosmetics,10400096,62330.0,69.0,726.0,3361.09,Female,9.0,8.0,3.0,6.0,Carrier A,223.0,Supplier 2,Delhi,19.0,249.0,26.0,91.61,Pending,2.03,Rail,Route_A,251.67,0.0,False
skincare,10400137,22860.0,59.0,833.0,4995.13,Non-binary,51.0,16.0,2.0,5.0,Carrier B,211.0,Supplier 2,Delhi,22.0,425.0,22.0,91.81,Pending,1.33,Sea,Route_C,498.95,0.0,False
cosmetics,10500064,53020.0,91.0,194.0,4903.94,Non-binary,57.0,9.0,6.0,8.0,Carrier B,619.0,Supplier 5,Bangalore,29.0,382.0,18.0,39.78,Fail,3.87,Air,Route_C,806.14,380227.0,True
cosmetics,10500150,83600.0,18.0,593.0,8714.72,Unknown,74.0,27.0,9.0,9.0,Carrier C,748.0,Supplier 1,Delhi,18.0,515.0,13.0,70.14,Fail,3.65,Air,Route_B,378.7,0.0,False
cosmetics,10500151,63300.0,73.0,418.0,8383.84,Female,52.0,24.0,87.0,3.0,Carrier C,560.0,Supplier 2,Kolkata,13.0,525.0,16.0,26.42,Pending,4.83,Air,Route_C,730.56,0.0,False
skincare,10500174,37770.0,47.0,73.0,6574.09,Unknown,25.0,19.0,53.0,1.0,Carrier A,626.0,Supplier 1,Delhi,18.0,185.0,20.0,99.55,Pending,0.36,Sea,Route_A,973.38,0.0,False
skincare,10500177,64959.99999999999,96.0,582.0,8021.7,Female,23.0,11.0,84.0,8.0,Carrier B,144.0,Supplier 2,Mumbai,26.0,522.0,6.0,10.39,Pending,1.45,Air,Route_C,197.31,1821399.0,True
skincare,10500200,61790.0,53.0,76.0,4778.64,Unknown,33.0,10.0,22.0,4.0,Carrier C,495.0,Supplier 5,Kolkata,17.0,636.0,26.0,94.99,Pass,2.22,Sea,Route_C,277.06,2320236.0,True
skincare,10500277,93100.0,44.0,100.0,8244.67,Female,88.0,1.0,37.0,1.0,Carrier B,660.0,Supplier 2,Chennai,18.0,511.0,21.0,21.2,Pass,2.54,Rail,Route_C,193.5,0.0,False
skincare,10600239,78340.0,68.0,864.0,2436.62,Non-binary,30.0,10.0,92.0,3.0,Carrier B,835.0,Supplier 1,Delhi,21.0,627.0,19.0,22.62,Pass,3.15,Air,Route_A,179.54,0.0,False
cosmetics,10100064,82690.0,1.0,128.0,4020.61,Unknown,44.0,10.0,40.0,5.0,Carrier C,875.0,Supplier 4,Delhi,21.0,117.0,21.0,58.39,Pending,4.02,Air,Route_B,861.08,1201802.0,True
haircare,010200116,98840.0,17.0,78.0,1323.37,Female,90.0,6.0,93.0,7.0,Carrier C,221.0,Supplier 3,Mumbai,19.0,480.0,1.0,72.35,Pass,0.87,Rail,Route_A,105.31,723987.0,True
haircare,010200122,80410.0,37.0,759.0,7580.42,Non-binary,89.0,23.0,21.0,5.0,Carrier A,400.0,Supplier 5,Mumbai,20.0,656.0,7.0,76.08,Pending,3.99,Air,Route_C,833.93,0.0,False
haircare,010200154,41800.0,11.0,339.0,6094.64,Female,65.0,1.0,8.0,8.0,Carrier C,380.0,Supplier 1,Bangalore,15.0,173.0,5.0,31.21,Pending,4.31,Sea,Route_C,691.3,0.0,False
haircare,010200171,7800.0,47.0,283.0,5618.65,Unknown,34.0,1.0,67.0,7.0,Carrier B,849.0,Supplier 4,Delhi,9.0,970.0,26.0,96.3,Pass,2.94,Road,Route_B,399.34,0.0,False
skincare,010200185,23560.0,81.0,958.0,3857.99,Male,26.0,3.0,49.0,9.0,Carrier A,621.0,Supplier 2,Delhi,8.0,478.0,29.0,86.5,Fail,3.66,Sea,Route_C,591.73,0.0,False
cosmetics,010300051,13400.0,52.0,452.0,8835.7,Non-binary,75.0,24.0,56.0,8.0,Carrier C,598.0,Supplier 4,Bangalore,12.0,661.0,19.0,66.53,Pending,3.04,Rail,Route_A,442.31,1814845.0,True
cosmetics,010300053,47960.0,96.0,428.0,7831.78,Unknown,28.0,10.0,4.0,4.0,Carrier C,988.0,Supplier 4,Mumbai,29.0,384.0,20.0,85.63,Fail,0.11,Rail,Route_A,266.16,0.0,False
cosmetics,010300061,12280.0,70.0,151.0,7547.76,Male,82.0,3.0,30.0,9.0,Carrier C,759.0,Supplier 1,Mumbai,14.0,322.0,17.0,23.35,Pending,4.66,Sea,Route_C,784.03,0.0,False
skincare,010300093,62030.0,62.0,883.0,2946.25,Male,2.0,16.0,52.0,1.0,Carrier A,175.0,Supplier 5,Bangalore,15.0,472.0,19.0,27.08,Fail,1.0,Rail,Route_C,181.95,0.0,False
cosmetics,010300098,53720.0,85.0,646.0,6959.23,Non-binary,36.0,10.0,76.0,2.0,Carrier B,626.0,Supplier 4,Kolkata,4.0,256.0,8.0,77.66,Pending,0.59,Rail,Route_A,917.21,0.0,False
cosmetics,010300100,46610.0,1.0,606.0,2396.14,Unknown,96.0,16.0,15.0,3.0,Carrier C,307.0,Supplier 5,Bangalore,5.0,982.0,1.0,54.52,Pending,1.53,Rail,Route_B,254.75,0.0,False
skincare,0103000102,8420.0,76.0,45.0,5897.41,Female,79.0,6.0,24.0,4.0,Carrier C,384.0,Supplier 5,Delhi,18.0,970.0,18.0,59.13,Pass,4.97,Road,Route_C,802.63,2024086.0,True
skincare,010300171,14380.0,94.0,424.0,3897.16,Unknown,18.0,9.0,19.0,4.0,Carrier A,566.0,Supplier 3,Kolkata,3.0,859.0,2.0,65.08,Fail,1.7,Air,Route_B,353.17,1395813.0,True
haircare,010300175,63310.0,63.0,715.0,4664.6,Female,67.0,24.0,61.0,1.0,Carrier C,744.0,Supplier 2,Delhi,10.0,246.0,15.0,73.07,Pending,2.09,Road,Route_B,362.17,0.0,False
haircare,010400039,45900.0,95.0,930.0,5200.06,Non-binary,63.0,12.0,1.0,1.0,Carrier A,109.0,Supplier 4,Delhi,10.0,240.0,4.0,78.03,Pass,1.26,Road,Route_C,224.59,0.0,False
cosmetics,010400091,38020.0,39.0,827.0,3612.56,Unknown,84.0,6.0,87.0,7.0,Carrier C,594.0,Supplier 1,Delhi,1.0,719.0,10.0,73.17,Fail,3.06,Road,Route_C,664.21,1859052.0,True
skincare,010400092,26860.0,74.0,902.0,4606.78,Female,85.0,18.0,27.0,9.0,Carrier C,458.0,Supplier 1,Mumbai,21.0,594.0,12.0,64.53,Fail,4.83,Road,Route_A,453.43,760326.0,True
skincare,010500143,84160.0,54.0,774.0,3861.01,Unknown,62.0,13.0,63.0,9.0,Carrier C,633.0,Supplier 4,Delhi,10.0,563.0,8.0,57.55,Pending,4.48,Sea,Route_B,466.56,0.0,False
haircare,010500149,67760.0,15.0,807.0,3438.94,Unknown,52.0,21.0,23.0,3.0,Carrier A,181.0,Supplier 1,Chennai,16.0,867.0,4.0,66.73,Pending,2.56,Road,Route_B,480.94,0.0,False
cosmetics,010500150,64830.0,45.0,594.0,4650.86,Male,15.0,7.0,10.0,7.0,Carrier A,698.0,Supplier 2,Chennai,18.0,714.0,8.0,75.01,Pass,1.39,Rail,Route_A,183.3,0.0,False
haircare,010500170,79330.0,94.0,313.0,7765.13,Non-binary,38.0,12.0,98.0,8.0,Carrier C,508.0,Supplier 1,Kolkata,11.0,212.0,23.0,58.3,Pass,2.71,Road,Route_B,237.06,0.0,False
cosmetics,010500184,57240.0,43.0,46.0,6583.69,Unknown,75.0,22.0,92.0,1.0,Carrier A,849.0,Supplier 5,Delhi,8.0,358.0,9.0,49.3,Pass,1.26,Air,Route_A,518.72,0.0,False
haircare,010500187,32720.0,50.0,83.0,7097.8,Unknown,86.0,16.0,11.0,9.0,Carrier B,768.0,Supplier 4,Delhi,26.0,900.0,27.0,49.62,Fail,3.62,Sea,Route_B,242.48,607860.0,True
cosmetics,010600234,21730.0,75.0,969.0,2298.41,Non-binary,32.0,9.0,85.0,7.0,Carrier C,826.0,Supplier 4,Mumbai,22.0,791.0,21.0,66.74,Fail,4.75,Air,Route_C,828.24,0.0,False
haircare,060700032,45280.0,25.0,162.0,7114.8,Non-binary,76.0,26.0,56.0,7.0,Carrier C,117.0,Supplier 2,Kolkata,15.0,301.0,27.0,88.19,Pass,0.58,Air,Route_C,651.08,1215884.0,True
cosmetics,060700065,69980.0,50.0,65.0,8984.0,Female,22.0,26.0,19.0,2.0,Carrier B,170.0,Supplier 1,Kolkata,17.0,966.0,23.0,74.17,Pending,1.75,Air,Route_C,251.51,2286999.0,True
skincare,060700069,23360.0,44.0,271.0,2863.59,Unknown,63.0,24.0,41.0,6.0,Carrier C,935.0,Supplier 4,Bangalore,22.0,129.0,17.0,74.0,Pass,2.53,Road,Route_A,956.81,1885507.0,True
haircare,3213124,39610.0,22.0,99.0,7379.78,Male,90.0,21.0,71.0,3.0,Carrier B,994.0,Supplier 4,Mumbai,23.0,237.0,25.0,82.27,Pending,2.12,Road,Route_B,847.63,829831.0,True
skincare,101300231,76560.0,6.0,825.0,6311.41,Female,84.0,5.0,45.0,6.0,Carrier C,346.0,Supplier 5,Mumbai,15.0,997.0,1.0,92.61,Pending,1.01,Rail,Route_B,354.48,360002.0,True
haircare,21226402,36380.0,37.0,141.0,8749.84,Female,78.0,17.0,43.0,8.0,Carrier A,874.0,Supplier 1,Bangalore,12.0,858.0,27.0,80.28,Fail,4.65,Sea,Route_B,803.62,0.0,False
haircare,PRO701C,92170.0,15.0,585.0,6564.48,Male,64.0,2.0,56.0,5.0,Carrier B,660.0,Supplier 4,Delhi,25.0,194.0,4.0,37.74,Fail,2.62,Air,Route_C,754.1,0.0,False
haircare,PRO521LC,38500.0,57.0,503.0,2474.62,Non-binary,95.0,9.0,80.0,5.0,Carrier B,497.0,Supplier 2,Kolkata,26.0,552.0,8.0,52.91,Pending,0.11,Sea,Route_A,766.58,0.0,False
cosmetics,101300080,56920.0,26.0,263.0,9923.28,Non-binary,10.0,13.0,84.0,4.0,Carrier A,775.0,Supplier 2,Delhi,29.0,883.0,13.0,60.05,Pass,0.57,Sea,Route_A,295.94,0.0,False
skincare,20016400,86660.0,74.0,99.0,1016.24,Unknown,93.0,4.0,87.0,7.0,Carrier A,656.0,Supplier 4,Mumbai,28.0,853.0,22.0,14.53,Pass,3.78,Rail,Route_B,860.29,1394727.0,True
skincare,19402900,40590.0,82.0,336.0,8356.48,Female,58.0,19.0,4.0,1.0,Carrier A,372.0,Supplier 4,Mumbai,23.0,166.0,21.0,88.73,Fail,0.89,Road,Route_B,603.15,0.0,False
cosmetics,19403600,18600.0,20.0,39.0,1701.15,Female,6.0,3.0,66.0,1.0,Carrier C,626.0,Supplier 1,Kolkata,3.0,909.0,11.0,81.87,Fail,0.92,Rail,Route_B,880.14,1228584.0,True
cosmetics,21536500,65540.0,55.0,552.0,9081.44,Male,25.0,6.0,9.0,3.0,Carrier A,768.0,Supplier 3,Delhi,23.0,622.0,7.0,70.86,Pass,4.41,Rail,Route_C,273.25,0.0,False
cosmetics,19398600,89110.0,71.0,279.0,4625.11,Male,14.0,2.0,29.0,1.0,Carrier C,475.0,Supplier 2,Delhi,10.0,227.0,12.0,73.74,Pass,4.44,Sea,Route_C,803.89,0.0,False
haircare,21432100,91280.0,64.0,285.0,8413.68,Unknown,18.0,7.0,95.0,5.0,Carrier B,558.0,Supplier 5,Mumbai,15.0,907.0,9.0,58.38,Fail,1.45,Rail,Route_B,613.97,0.0,False
haircare,21643100,34060.0,83.0,141.0,6402.81,Male,55.0,4.0,84.0,4.0,Carrier C,525.0,Supplier 1,Chennai,8.0,890.0,17.0,93.84,Fail,1.54,Road,Route_C,181.74,0.0,False
cosmetics,19703802,58750.0,30.0,459.0,8342.88,Unknown,80.0,10.0,13.0,8.0,Carrier B,132.0,Supplier 2,Kolkata,13.0,445.0,22.0,90.76,Pending,3.7,Rail,Route_C,482.41,2143775.0,True
cosmetics,21264305,10410.0,12.0,210.0,5518.76,Non-binary,96.0,20.0,25.0,2.0,Carrier B,283.0,Supplier 5,Delhi,5.0,869.0,25.0,24.46,Pending,2.37,Rail,Route_C,770.79,305736.0,True
cosmetics,21582505,32590.000000000004,41.0,520.0,6321.67,Male,70.0,22.0,29.0,1.0,Carrier C,936.0,Supplier 5,Bangalore,22.0,221.0,4.0,23.23,Pass,4.76,Air,Route_B,600.21,0.0,False
haircare,21340900,2590.0,13.0,817.0,8199.95,Female,71.0,14.0,31.0,6.0,Carrier C,417.0,Supplier 5,Chennai,2.0,425.0,23.0,46.82,Fail,4.26,Sea,Route_A,821.08,387295.0,True
skincare,21655804,25640.0,42.0,521.0,6206.23,Non-binary,57.0,26.0,58.0,9.0,Carrier C,961.0,Supplier 5,Kolkata,10.0,312.0,28.0,17.12,Pass,1.88,Air,Route_C,257.77,0.0,False
haircare,102000001,90010.0,76.0,712.0,8241.98,Non-binary,96.0,3.0,62.0,8.0,Carrier C,484.0,Supplier 4,Chennai,13.0,104.0,15.0,91.3,Pass,3.93,Rail,Route_B,978.95,0.0,False
cosmetics,C624104-0000/35,92580.0,96.0,404.0,1895.97,Non-binary,33.0,10.0,32.0,2.0,Carrier C,479.0,Supplier 4,Chennai,2.0,542.0,14.0,34.46,Pass,2.77,Sea,Route_C,260.31,0.0,False
haircare,C624149-0000/35,81930.0,12.0,639.0,3314.79,Male,5.0,17.0,21.0,4.0,Carrier C,170.0,Supplier 4,Delhi,17.0,396.0,5.0,66.86,Pending,4.97,Air,Route_C,191.4,0.0,False
skincare,C616774-033Y/00,46380.0,12.0,796.0,1270.15,Non-binary,38.0,4.0,3.0,7.0,Carrier B,643.0,Supplier 3,Kolkata,24.0,863.0,19.0,91.91,Pass,3.03,Road,Route_C,829.66,0.0,False
cosmetics,121000041,76750.0,36.0,319.0,7101.84,Male,95.0,28.0,25.0,4.0,Carrier B,342.0,Supplier 3,Delhi,1.0,842.0,7.0,80.38,Pending,3.46,Road,Route_C,654.4,0.0,False
haircare,060700041,45040.0,84.0,278.0,7937.3,Male,95.0,10.0,94.0,6.0,Carrier A,480.0,Supplier 3,Bangalore,17.0,647.0,20.0,41.65,Pending,3.71,Road,Route_B,942.86,309845.0,True
cosmetics,120500101,79560.0,35.0,474.0,3596.57,Non-binary,3.0,17.0,11.0,8.0,Carrier A,131.0,Supplier 3,Bangalore,29.0,484.0,1.0,67.14,Pass,0.41,Air,Route_C,557.15,698669.0,True
haircare,121000102,43800.0,72.0,450.0,1779.51,Non-binary,98.0,24.0,27.0,1.0,Carrier C,379.0,Supplier 3,Chennai,17.0,631.0,5.0,66.23,Fail,3.0,Road,Route_C,990.89,366304.0,True
cosmetics,120100054,98520.0,45.0,275.0,9549.78,Male,95.0,8.0,40.0,4.0,Carrier B,938.0,Supplier 3,Kolkata,10.0,893.0,26.0,91.4,Pending,1.63,Air,Route_C,191.78,0.0,False
skincare,HS-6017-IC-E,62570.0,12.0,709.0,5066.91,Female,20.0,7.0,76.0,5.0,Carrier A,555.0,Supplier 4,Chennai,14.0,633.0,1.0,84.53,Pending,2.35,Air,Route_B,536.72,0.0,False
skincare,RMG-617-LP-H,56810.0,30.0,107.0,1261.55,Unknown,21.0,19.0,28.0,4.0,Carrier B,819.0,Supplier 1,Chennai,29.0,903.0,25.0,42.12,Pass,1.45,Air,Route_B,708.04,0.0,False
haircare,C574640-0001/00,86770.0,62.0,484.0,9391.89,Non-binary,60.0,21.0,70.0,2.0,Carrier C,323.0,Supplier 5,Mumbai,9.0,514.0,24.0,65.39,Pass,3.61,Sea,Route_B,764.28,463160.0,True
skincare,D504800-0003/00,49350.0,76.0,665.0,7857.79,Male,28.0,6.0,53.0,8.0,Carrier C,960.0,Supplier 5,Kolkata,11.0,194.0,8.0,10.94,Pending,3.86,Road,Route_C,344.96,1037019.0,True
cosmetics,D504801-0003/00,64680.00000000001,11.0,780.0,8862.79,Female,80.0,1.0,84.0,5.0,Carrier B,347.0,Supplier 3,Delhi,2.0,938.0,13.0,86.79,Pass,3.29,Road,Route_B,380.62,1343765.0,True
cosmetics,C574701-0002/00,40450.0,93.0,611.0,6992.44,Male,76.0,20.0,93.0,1.0,Carrier C,364.0,Supplier 5,Kolkata,28.0,785.0,18.0,46.45,Fail,4.96,Air,Route_A,747.77,0.0,False
skincare,D504900-0002/00,94650.0,17.0,525.0,6432.05,Unknown,34.0,1.0,53.0,4.0,Carrier B,316.0,Supplier 1,Mumbai,27.0,752.0,10.0,73.97,Fail,2.86,Road,Route_C,711.78,0.0,False
haircare,D504901-0003/00,31650.0,16.0,857.0,9230.88,Non-binary,84.0,11.0,80.0,3.0,Carrier A,604.0,Supplier 2,Kolkata,3.0,899.0,18.0,12.42,Fail,4.55,Road,Route_A,200.78,0.0,False
cosmetics,C574601-0004/00,41540.0,53.0,856.0,9402.12,Non-binary,46.0,23.0,37.0,3.0,Carrier A,109.0,Supplier 5,Mumbai,20.0,206.0,22.0,94.15,Fail,3.03,Sea,Route_C,468.43,0.0,False
cosmetics,D504801-0005/00,40310.0,81.0,481.0,5453.87,Unknown,74.0,16.0,41.0,3.0,Carrier C,936.0,Supplier 1,Chennai,26.0,748.0,11.0,92.19,Pending,1.07,Air,Route_A,454.96,1014145.0,True
skincare,Y012639-0000/00,39510.0,66.0,676.0,6958.6,Male,42.0,11.0,81.0,8.0,Carrier C,541.0,Supplier 4,Kolkata,8.0,578.0,19.0,20.99,Fail,3.86,Rail,Route_A,839.39,0.0,False
cosmetics,C649947-0000/40,44540.0,37.0,436.0,1720.41,Male,58.0,10.0,86.0,8.0,Carrier B,937.0,Supplier 2,Mumbai,18.0,912.0,19.0,28.68,Pending,3.92,Rail,Route_A,493.42,0.0,False
haircare,C640158-0000/20,44260.0,58.0,572.0,1888.11,Male,27.0,3.0,28.0,6.0,Carrier A,875.0,Supplier 5,Mumbai,26.0,307.0,2.0,68.32,Fail,2.0,Sea,Route_A,126.97,1858072.0,True
haircare,C640158-0000/11,51370.0,35.0,706.0,8953.85,Male,40.0,12.0,25.0,2.0,Carrier C,802.0,Supplier 3,Kolkata,18.0,675.0,25.0,19.23,Pass,0.32,Rail,Route_A,463.52,1115013.0,True
haircare,Y012027-0000/20,76400.0,80.0,749.0,9757.12,Male,28.0,14.0,97.0,1.0,Carrier B,595.0,Supplier 3,Mumbai,23.0,478.0,15.0,92.47,Pending,0.99,Sea,Route_A,253.38,1168037.0,True
skincare,Y012027-0000/43,92280.0,90.0,817.0,8836.26,Non-binary,80.0,29.0,44.0,9.0,Carrier B,954.0,Supplier 5,Mumbai,9.0,947.0,25.0,11.07,Pass,2.9,Road,Route_A,969.14,0.0,False
haircare,10100148,21360.0,9.0,262.0,8154.3,Female,94.0,29.0,79.0,1.0,Carrier C,473.0,Supplier 2,Chennai,21.0,557.0,29.0,64.91,Fail,0.7,Air,Route_C,179.1,0.0,False
haircare,10100170,88490.0,31.0,162.0,3895.33,Female,16.0,24.0,13.0,1.0,Carrier C,708.0,Supplier 2,Chennai,6.0,675.0,29.0,96.21,Fail,2.26,Rail,Route_C,366.87,0.0,False
skincare,10100176,70920.0,49.0,676.0,5945.09,Male,95.0,18.0,78.0,9.0,Carrier A,445.0,Supplier 2,Delhi,5.0,994.0,25.0,93.12,Pending,1.05,Air,Route_B,271.09,0.0,False
skincare,10100236,99740.0,36.0,76.0,1420.56,Non-binary,60.0,16.0,61.0,9.0,Carrier A,689.0,Supplier 4,Chennai,9.0,344.0,20.0,72.74,Fail,2.93,Road,Route_C,760.13,1249980.0,True
haircare,10200137,74430.0,66.0,252.0,7614.19,Male,28.0,5.0,84.0,7.0,Carrier C,138.0,Supplier 5,Kolkata,14.0,401.0,3.0,19.31,Pending,3.26,Rail,Route_B,735.78,1245672.0,True
cosmetics,6666ds,28020.0,26.0,425.0,2809.16,Unknown,90.0,27.0,26.0,1.0,Carrier C,532.0,Supplier 1,Chennai,14.0,570.0,24.0,21.87,Pending,2.8,Road,Route_A,889.52,1740191.0,True
skincare,102000703,87150.0,40.0,423.0,6652.02,Female,30.0,14.0,13.0,7.0,Carrier A,904.0,Supplier 1,Chennai,6.0,669.0,21.0,95.0,Fail,2.37,Sea,Route_A,718.52,328804.0,True
haircare,C630803-0000/20,16000.0,15.0,131.0,7670.91,Unknown,14.0,21.0,6.0,4.0,Carrier A,154.0,Supplier 5,Chennai,3.0,529.0,28.0,39.64,Pass,3.44,Sea,Route_A,817.26,0.0,False
haircare,C630845-0000/35,56410.0,87.0,898.0,2577.89,Female,79.0,20.0,50.0,3.0,Carrier A,686.0,Supplier 5,Mumbai,13.0,346.0,21.0,75.16,Pending,0.66,Rail,Route_B,909.19,0.0,False
skincare,C630845-0000/30,68960.0,92.0,819.0,2747.08,Male,45.0,4.0,52.0,8.0,Carrier B,237.0,Supplier 3,Bangalore,8.0,596.0,25.0,15.77,Pass,1.18,Road,Route_A,439.64,0.0,False
cosmetics,M050108-0000/00,28540.0,55.0,513.0,7522.83,Non-binary,88.0,22.0,21.0,1.0,Carrier C,608.0,Supplier 3,Mumbai,12.0,740.0,27.0,17.23,Pending,0.93,Sea,Route_B,681.96,0.0,False
