product_type,sku,price,availability,number_of_products_sold,revenue_generated,customer_demographics,stock_levels,lead_times,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,lead_time,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs
cosmetics,1VMG0280GE,82.49,48.0,274.0,6375.63,Male,46.0,5.0,75.0,8.0,Carrier C,3.1,Supplier 4,Mumbai,20.0,796.0,25.0,99.65,Pass,0.21,Sea,Route_B,102.81
skincare,1VRD0180GE,80.18,13.0,980.0,6576.54,Non-binary,54.0,22.0,29.0,9.0,Carrier B,1.13,Supplier 5,Bangalore,23.0,782.0,8.0,44.88,Fail,1.77,Rail,Route_B,323.49
skincare,1VBS0150GE,30.23,49.0,91.0,5556.97,Unknown,1.0,15.0,18.0,5.0,Carrier A,9.96,Supplier 4,Delhi,1.0,332.0,3.0,15.04,Pending,0.9,Rail,Route_C,770.43
haircare,1VRT0480GE,91.86,8.0,961.0,4057.93,Non-binary,10.0,18.0,14.0,8.0,Carrier B,8.64,Supplier 1,Chennai,19.0,992.0,20.0,29.21,Pass,3.67,Air,Route_B,318.52
cosmetics,1VGK0070ZI,79.58,9.0,715.0,1800.91,Unknown,71.0,12.0,78.0,2.0,Carrier C,3.6,Supplier 1,Kolkata,2.0,471.0,6.0,58.03,Fail,1.27,Air,Route_B,808.99
haircare,1VGR0050ZI,77.22,17.0,193.0,5075.32,Male,78.0,22.0,25.0,9.0,Carrier B,6.44,Supplier 5,Chennai,10.0,537.0,3.0,15.1,Pass,3.89,Air,Route_C,739.38
skincare,1VGR0070ZI,26.31,21.0,278.0,2483.96,Non-binary,33.0,3.0,10.0,5.0,Carrier C,4.83,Supplier 1,Kolkata,13.0,131.0,3.0,35.68,Pending,2.57,Sea,Route_B,973.49
skincare,1VGT0010ZI,30.9,51.0,354.0,3159.9,Female,26.0,2.0,43.0,7.0,Carrier B,3.48,Supplier 1,Chennai,10.0,285.0,9.0,35.44,Pending,3.54,Road,Route_B,980.87
haircare,1VGT0160ZI,16.15,11.0,824.0,1540.87,Non-binary,75.0,23.0,50.0,5.0,Carrier B,2.77,Supplier 4,Delhi,17.0,794.0,18.0,89.6,Fail,1.91,Rail,Route_B,260.86
cosmetics,TINPOLAROIDUVV,23.79,40.0,403.0,9473.8,Non-binary,44.0,29.0,72.0,7.0,Carrier A,2.83,Supplier 4,Mumbai,26.0,479.0,13.0,73.6,Fail,2.32,Road,Route_A,562.75
skincare,TINPOLAROIDUVW,21.41,19.0,109.0,8057.86,Female,33.0,27.0,9.0,5.0,Carrier B,2.4,Supplier 5,Mumbai,15.0,934.0,22.0,97.59,Pending,2.58,Road,Route_C,715.15
skincare,PLSL1277520000,26.43,72.0,199.0,8784.66,Non-binary,78.0,13.0,21.0,3.0,Carrier A,4.9,Supplier 4,Chennai,11.0,775.0,7.0,40.82,Pending,1.38,Air,Route_C,504.11
haircare,Calefactot,15.04,12.0,154.0,8705.19,Male,26.0,7.0,97.0,6.0,Carrier A,5.48,Supplier 5,Mumbai,25.0,520.0,3.0,12.49,Pass,4.4,Sea,Route_A,352.95
cosmetics,010100145,82.05,91.0,399.0,6434.17,Unknown,77.0,2.0,67.0,1.0,Carrier A,5.48,Supplier 3,Delhi,5.0,917.0,8.0,55.29,Fail,3.19,Road,Route_A,583.22
skincare,010100147,34.39,87.0,628.0,8402.45,Male,81.0,15.0,12.0,4.0,Carrier B,1.54,Supplier 3,Mumbai,10.0,821.0,10.0,83.35,Pass,3.84,Rail,Route_A,408.0
haircare,010100149,77.49,47.0,221.0,5372.36,Male,2.0,16.0,2.0,9.0,Carrier C,2.29,Supplier 1,Chennai,2.0,545.0,7.0,98.4,Fail,3.09,Road,Route_C,596.63
skincare,010100208,59.69,28.0,271.0,1952.68,Non-binary,44.0,11.0,70.0,4.0,Carrier C,4.85,Supplier 3,Delhi,28.0,835.0,21.0,51.77,Fail,3.42,Air,Route_B,716.37
haircare,010100234,38.47,41.0,280.0,9483.93,Unknown,12.0,1.0,24.0,5.0,Carrier A,9.67,Supplier 2,Kolkata,11.0,853.0,19.0,44.52,Fail,2.68,Sea,Route_A,160.98
skincare,010100261,45.19,63.0,959.0,8019.89,Unknown,51.0,6.0,47.0,3.0,Carrier B,6.16,Supplier 1,Delhi,24.0,123.0,23.0,88.09,Pending,0.73,Road,Route_C,908.99
cosmetics,010200061,96.2,51.0,989.0,1829.51,Unknown,19.0,4.0,24.0,6.0,Carrier C,3.14,Supplier 5,Mumbai,26.0,380.0,19.0,11.55,Fail,2.49,Rail,Route_C,636.12
haircare,10200063,63.86,75.0,536.0,6265.71,Female,6.0,11.0,65.0,2.0,Carrier A,3.36,Supplier 2,Chennai,14.0,903.0,5.0,95.29,Pending,4.38,Air,Route_A,184.23
haircare,10200112,41.54,14.0,835.0,8051.5,Male,53.0,27.0,76.0,1.0,Carrier C,5.53,Supplier 4,Bangalore,4.0,594.0,10.0,72.02,Pass,0.85,Sea,Route_B,766.73
cosmetics,10200118,98.14,28.0,181.0,8857.98,Male,11.0,7.0,85.0,8.0,Carrier B,6.98,Supplier 4,Delhi,6.0,307.0,18.0,60.9,Fail,4.36,Air,Route_C,172.98
cosmetics,10200139,73.98,93.0,863.0,8142.14,Male,53.0,3.0,42.0,8.0,Carrier C,8.95,Supplier 1,Kolkata,8.0,468.0,2.0,86.23,Fail,0.84,Road,Route_C,361.32
cosmetics,10200146,26.45,40.0,825.0,2041.31,Female,93.0,29.0,92.0,4.0,Carrier A,4.5,Supplier 2,Delhi,25.0,108.0,4.0,88.02,Fail,4.15,Road,Route_A,903.19
cosmetics,10200170,7.25,65.0,357.0,2240.97,Female,21.0,28.0,91.0,4.0,Carrier B,3.56,Supplier 2,Bangalore,27.0,492.0,20.0,28.08,Pending,0.66,Road,Route_A,892.19
haircare,10200189,82.7,95.0,317.0,1466.07,Non-binary,10.0,21.0,47.0,4.0,Carrier A,1.72,Supplier 5,Kolkata,8.0,451.0,18.0,70.66,Pass,4.57,Sea,Route_A,163.15
haircare,10300091,53.72,30.0,169.0,1150.81,Unknown,42.0,26.0,82.0,7.0,Carrier B,2.77,Supplier 2,Mumbai,19.0,141.0,21.0,56.65,Fail,0.95,Road,Route_B,780.95
haircare,10300100,23.14,79.0,869.0,6887.44,Female,19.0,16.0,83.0,4.0,Carrier B,5.43,Supplier 5,Chennai,18.0,785.0,11.0,12.92,Pass,2.9,Road,Route_B,866.38
skincare,10300115,48.46,48.0,206.0,3015.84,Female,98.0,20.0,23.0,7.0,Carrier C,2.48,Supplier 3,Chennai,29.0,310.0,24.0,27.49,Pending,0.63,Rail,Route_A,645.87
haircare,10300117,61.03,57.0,382.0,5610.7,Male,8.0,13.0,71.0,8.0,Carrier A,8.13,Supplier 2,Chennai,18.0,351.0,22.0,42.55,Fail,3.38,Air,Route_A,862.35
skincare,10300118,14.78,33.0,496.0,7962.15,Male,51.0,24.0,34.0,6.0,Carrier C,2.14,Supplier 2,Bangalore,25.0,742.0,4.0,64.12,Fail,2.71,Rail,Route_C,253.07
haircare,10300125,82.69,28.0,551.0,7132.18,Non-binary,73.0,2.0,82.0,1.0,Carrier B,6.01,Supplier 3,Delhi,23.0,151.0,1.0,46.34,Pass,1.79,Road,Route_B,336.84
skincare,10400041,85.29,60.0,202.0,3592.05,Non-binary,54.0,1.0,63.0,7.0,Carrier A,5.25,Supplier 5,Bangalore,3.0,151.0,10.0,73.17,Pass,2.63,Road,Route_A,789.24
skincare,10400088,37.12,43.0,767.0,2406.55,Non-binary,50.0,21.0,85.0,1.0,Carrier B,7.01,Supplier 1,Bangalore,4.0,391.0,26.0,97.2,Pass,2.58,Road,Route_B,900.63
cosmetics,10400096,62.33,69.0,726.0,3361.09,Female,9.0,8.0,3.0,6.0,Carrier A,2.23,Supplier 2,Delhi,19.0,249.0,26.0,91.61,Pending,2.03,Rail,Route_A,251.67
skincare,10400137,22.86,59.0,833.0,4995.13,Non-binary,51.0,16.0,2.0,5.0,Carrier B,2.11,Supplier 2,Delhi,22.0,425.0,22.0,91.81,Pending,1.33,Sea,Route_C,498.95
skincare,10420015,41.08,27.0,489.0,1968.53,Unknown,21.0,22.0,72.0,3.0,Carrier C,7.38,Supplier 1,Bangalore,27.0,206.0,2.0,49.28,Fail,4.4,Road,Route_C,640.61
cosmetics,10500064,53.02,91.0,194.0,4903.94,Non-binary,57.0,9.0,6.0,8.0,Carrier B,6.19,Supplier 5,Bangalore,29.0,382.0,18.0,39.78,Fail,3.87,Air,Route_C,806.14
cosmetics,10500150,83.6,18.0,593.0,8714.72,Unknown,74.0,27.0,9.0,9.0,Carrier C,7.48,Supplier 1,Delhi,18.0,515.0,13.0,70.14,Fail,3.65,Air,Route_B,378.7
cosmetics,10500151,63.3,73.0,418.0,8383.84,Female,52.0,24.0,87.0,3.0,Carrier C,5.6,Supplier 2,Kolkata,13.0,525.0,16.0,26.42,Pending,4.83,Air,Route_C,730.56
skincare,10500174,37.77,47.0,73.0,6574.09,Unknown,25.0,19.0,53.0,1.0,Carrier A,6.26,Supplier 1,Delhi,18.0,185.0,20.0,99.55,Pending,0.36,Sea,Route_A,973.38
skincare,10500177,64.96,96.0,582.0,8021.7,Female,23.0,11.0,84.0,8.0,Carrier B,1.44,Supplier 2,Mumbai,26.0,522.0,6.0,10.39,Pending,1.45,Air,Route_C,197.31
skincare,10500200,61.79,53.0,76.0,4778.64,Unknown,33.0,10.0,22.0,4.0,Carrier C,4.95,Supplier 5,Kolkata,17.0,636.0,26.0,94.99,Pass,2.22,Sea,Route_C,277.06
skincare,10500277,93.1,44.0,100.0,8244.67,Female,88.0,1.0,37.0,1.0,Carrier B,6.6,Supplier 2,Chennai,18.0,511.0,21.0,21.2,Pass,2.54,Rail,Route_C,193.5
skincare,10600239,78.34,68.0,864.0,2436.62,Non-binary,30.0,10.0,92.0,3.0,Carrier B,8.35,Supplier 1,Delhi,21.0,627.0,19.0,22.62,Pass,3.15,Air,Route_A,179.54
cosmetics,10100064,82.69,1.0,128.0,4020.61,Unknown,44.0,10.0,40.0,5.0,Carrier C,8.75,Supplier 4,Delhi,21.0,117.0,21.0,58.39,Pending,4.02,Air,Route_B,861.08
haircare,010200116,98.84,17.0,78.0,1323.37,Female,90.0,6.0,93.0,7.0,Carrier C,2.21,Supplier 3,Mumbai,19.0,480.0,1.0,72.35,Pass,0.87,Rail,Route_A,105.31
haircare,010200122,80.41,37.0,759.0,7580.42,Non-binary,89.0,23.0,21.0,5.0,Carrier A,4.0,Supplier 5,Mumbai,20.0,656.0,7.0,76.08,Pending,3.99,Air,Route_C,833.93
haircare,010200154,41.8,11.0,339.0,6094.64,Female,65.0,1.0,8.0,8.0,Carrier C,3.8,Supplier 1,Bangalore,15.0,173.0,5.0,31.21,Pending,4.31,Sea,Route_C,691.3
haircare,010200171,7.8,47.0,283.0,5618.65,Unknown,34.0,1.0,67.0,7.0,Carrier B,8.49,Supplier 4,Delhi,9.0,970.0,26.0,96.3,Pass,2.94,Road,Route_B,399.34
skincare,010200185,23.56,81.0,958.0,3857.99,Male,26.0,3.0,49.0,9.0,Carrier A,6.21,Supplier 2,Delhi,8.0,478.0,29.0,86.5,Fail,3.66,Sea,Route_C,591.73
cosmetics,010300051,13.4,52.0,452.0,8835.7,Non-binary,75.0,24.0,56.0,8.0,Carrier C,5.98,Supplier 4,Bangalore,12.0,661.0,19.0,66.53,Pending,3.04,Rail,Route_A,442.31
cosmetics,010300053,47.96,96.0,428.0,7831.78,Unknown,28.0,10.0,4.0,4.0,Carrier C,9.88,Supplier 4,Mumbai,29.0,384.0,20.0,85.63,Fail,0.11,Rail,Route_A,266.16
cosmetics,010300061,12.28,70.0,151.0,7547.76,Male,82.0,3.0,30.0,9.0,Carrier C,7.59,Supplier 1,Mumbai,14.0,322.0,17.0,23.35,Pending,4.66,Sea,Route_C,784.03
skincare,010300093,62.03,62.0,883.0,2946.25,Male,2.0,16.0,52.0,1.0,Carrier A,1.75,Supplier 5,Bangalore,15.0,472.0,19.0,27.08,Fail,1.0,Rail,Route_C,181.95
cosmetics,010300098,53.72,85.0,646.0,6959.23,Non-binary,36.0,10.0,76.0,2.0,Carrier B,6.26,Supplier 4,Kolkata,4.0,256.0,8.0,77.66,Pending,0.59,Rail,Route_A,917.21
cosmetics,010300100,46.61,1.0,606.0,2396.14,Unknown,96.0,16.0,15.0,3.0,Carrier C,3.07,Supplier 5,Bangalore,5.0,982.0,1.0,54.52,Pending,1.53,Rail,Route_B,254.75
skincare,0103000102,8.42,76.0,45.0,5897.41,Female,79.0,6.0,24.0,4.0,Carrier C,3.84,Supplier 5,Delhi,18.0,970.0,18.0,59.13,Pass,4.97,Road,Route_C,802.63
skincare,010300171,14.38,94.0,424.0,3897.16,Unknown,18.0,9.0,19.0,4.0,Carrier A,5.66,Supplier 3,Kolkata,3.0,859.0,2.0,65.08,Fail,1.7,Air,Route_B,353.17
haircare,010300175,63.31,63.0,715.0,4664.6,Female,67.0,24.0,61.0,1.0,Carrier C,7.44,Supplier 2,Delhi,10.0,246.0,15.0,73.07,Pending,2.09,Road,Route_B,362.17
haircare,010400039,45.9,95.0,930.0,5200.06,Non-binary,63.0,12.0,1.0,1.0,Carrier A,1.09,Supplier 4,Delhi,10.0,240.0,4.0,78.03,Pass,1.26,Road,Route_C,224.59
cosmetics,010400091,38.02,39.0,827.0,3612.56,Unknown,84.0,6.0,87.0,7.0,Carrier C,5.94,Supplier 1,Delhi,1.0,719.0,10.0,73.17,Fail,3.06,Road,Route_C,664.21
skincare,010400092,26.86,74.0,902.0,4606.78,Female,85.0,18.0,27.0,9.0,Carrier C,4.58,Supplier 1,Mumbai,21.0,594.0,12.0,64.53,Fail,4.83,Road,Route_A,453.43
skincare,010500143,84.16,54.0,774.0,3861.01,Unknown,62.0,13.0,63.0,9.0,Carrier C,6.33,Supplier 4,Delhi,10.0,563.0,8.0,57.55,Pending,4.48,Sea,Route_B,466.56
haircare,010500149,67.76,15.0,807.0,3438.94,Unknown,52.0,21.0,23.0,3.0,Carrier A,1.81,Supplier 1,Chennai,16.0,867.0,4.0,66.73,Pending,2.56,Road,Route_B,480.94
cosmetics,010500150,64.83,45.0,594.0,4650.86,Male,15.0,7.0,10.0,7.0,Carrier A,6.98,Supplier 2,Chennai,18.0,714.0,8.0,75.01,Pass,1.39,Rail,Route_A,183.3
haircare,010500170,79.33,94.0,313.0,7765.13,Non-binary,38.0,12.0,98.0,8.0,Carrier C,5.08,Supplier 1,Kolkata,11.0,212.0,23.0,58.3,Pass,2.71,Road,Route_B,237.06
cosmetics,010500184,57.24,43.0,46.0,6583.69,Unknown,75.0,22.0,92.0,1.0,Carrier A,8.49,Supplier 5,Delhi,8.0,358.0,9.0,49.3,Pass,1.26,Air,Route_A,518.72
haircare,010500187,32.72,50.0,83.0,7097.8,Unknown,86.0,16.0,11.0,9.0,Carrier B,7.68,Supplier 4,Delhi,26.0,900.0,27.0,49.62,Fail,3.62,Sea,Route_B,242.48
cosmetics,010600234,21.73,75.0,969.0,2298.41,Non-binary,32.0,9.0,85.0,7.0,Carrier C,8.26,Supplier 4,Mumbai,22.0,791.0,21.0,66.74,Fail,4.75,Air,Route_C,828.24
haircare,060700032,45.28,25.0,162.0,7114.8,Non-binary,76.0,26.0,56.0,7.0,Carrier C,1.17,Supplier 2,Kolkata,15.0,301.0,27.0,88.19,Pass,0.58,Air,Route_C,651.08
cosmetics,060700065,69.98,50.0,65.0,8984.0,Female,22.0,26.0,19.0,2.0,Carrier B,1.7,Supplier 1,Kolkata,17.0,966.0,23.0,74.17,Pending,1.75,Air,Route_C,251.51
skincare,060700069,23.36,44.0,271.0,2863.59,Unknown,63.0,24.0,41.0,6.0,Carrier C,9.35,Supplier 4,Bangalore,22.0,129.0,17.0,74.0,Pass,2.53,Road,Route_A,956.81
haircare,3213124,39.61,22.0,99.0,7379.78,Male,90.0,21.0,71.0,3.0,Carrier B,9.94,Supplier 4,Mumbai,23.0,237.0,25.0,82.27,Pending,2.12,Road,Route_B,847.63
skincare,101300231,76.56,6.0,825.0,6311.41,Female,84.0,5.0,45.0,6.0,Carrier C,3.46,Supplier 5,Mumbai,15.0,997.0,1.0,92.61,Pending,1.01,Rail,Route_B,354.48
haircare,21226402,36.38,37.0,141.0,8749.84,Female,78.0,17.0,43.0,8.0,Carrier A,8.74,Supplier 1,Bangalore,12.0,858.0,27.0,80.28,Fail,4.65,Sea,Route_B,803.62
haircare,PRO701C,92.17,15.0,585.0,6564.48,Male,64.0,2.0,56.0,5.0,Carrier B,6.6,Supplier 4,Delhi,25.0,194.0,4.0,37.74,Fail,2.62,Air,Route_C,754.1
haircare,PRO521LC,38.5,57.0,503.0,2474.62,Non-binary,95.0,9.0,80.0,5.0,Carrier B,4.97,Supplier 2,Kolkata,26.0,552.0,8.0,52.91,Pending,0.11,Sea,Route_A,766.58
cosmetics,101300080,56.92,26.0,263.0,9923.28,Non-binary,10.0,13.0,84.0,4.0,Carrier A,7.75,Supplier 2,Delhi,29.0,883.0,13.0,60.05,Pass,0.57,Sea,Route_A,295.94
skincare,20016400,86.66,74.0,99.0,1016.24,Unknown,93.0,4.0,87.0,7.0,Carrier A,6.56,Supplier 4,Mumbai,28.0,853.0,22.0,14.53,Pass,3.78,Rail,Route_B,860.29
skincare,19402900,40.59,82.0,336.0,8356.48,Female,58.0,19.0,4.0,1.0,Carrier A,3.72,Supplier 4,Mumbai,23.0,166.0,21.0,88.73,Fail,0.89,Road,Route_B,603.15
cosmetics,19403600,18.6,20.0,39.0,1701.15,Female,6.0,3.0,66.0,1.0,Carrier C,6.26,Supplier 1,Kolkata,3.0,909.0,11.0,81.87,Fail,0.92,Rail,Route_B,880.14
cosmetics,21536500,65.54,55.0,552.0,9081.44,Male,25.0,6.0,9.0,3.0,Carrier A,7.68,Supplier 3,Delhi,23.0,622.0,7.0,70.86,Pass,4.41,Rail,Route_C,273.25
cosmetics,19398600,89.11,71.0,279.0,4625.11,Male,14.0,2.0,29.0,1.0,Carrier C,4.75,Supplier 2,Delhi,10.0,227.0,12.0,73.74,Pass,4.44,Sea,Route_C,803.89
haircare,21432100,91.28,64.0,285.0,8413.68,Unknown,18.0,7.0,95.0,5.0,Carrier B,5.58,Supplier 5,Mumbai,15.0,907.0,9.0,58.38,Fail,1.45,Rail,Route_B,613.97
haircare,21643100,34.06,83.0,141.0,6402.81,Male,55.0,4.0,84.0,4.0,Carrier C,5.25,Supplier 1,Chennai,8.0,890.0,17.0,93.84,Fail,1.54,Road,Route_C,181.74
cosmetics,19703802,58.75,30.0,459.0,8342.88,Unknown,80.0,10.0,13.0,8.0,Carrier B,1.32,Supplier 2,Kolkata,13.0,445.0,22.0,90.76,Pending,3.7,Rail,Route_C,482.41
cosmetics,21264305,10.41,12.0,210.0,5518.76,Non-binary,96.0,20.0,25.0,2.0,Carrier B,2.83,Supplier 5,Delhi,5.0,869.0,25.0,24.46,Pending,2.37,Rail,Route_C,770.79
cosmetics,21582505,32.59,41.0,520.0,6321.67,Male,70.0,22.0,29.0,1.0,Carrier C,9.36,Supplier 5,Bangalore,22.0,221.0,4.0,23.23,Pass,4.76,Air,Route_B,600.21
haircare,21340900,2.59,13.0,817.0,8199.95,Female,71.0,14.0,31.0,6.0,Carrier C,4.17,Supplier 5,Chennai,2.0,425.0,23.0,46.82,Fail,4.26,Sea,Route_A,821.08
skincare,21655804,25.64,42.0,521.0,6206.23,Non-binary,57.0,26.0,58.0,9.0,Carrier C,9.61,Supplier 5,Kolkata,10.0,312.0,28.0,17.12,Pass,1.88,Air,Route_C,257.77
haircare,102000001,90.01,76.0,712.0,8241.98,Non-binary,96.0,3.0,62.0,8.0,Carrier C,4.84,Supplier 4,Chennai,13.0,104.0,15.0,91.3,Pass,3.93,Rail,Route_B,978.95
cosmetics,C624104-0000/35,92.58,96.0,404.0,1895.97,Non-binary,33.0,10.0,32.0,2.0,Carrier C,4.79,Supplier 4,Chennai,2.0,542.0,14.0,34.46,Pass,2.77,Sea,Route_C,260.31
haircare,C624149-0000/35,81.93,12.0,639.0,3314.79,Male,5.0,17.0,21.0,4.0,Carrier C,1.7,Supplier 4,Delhi,17.0,396.0,5.0,66.86,Pending,4.97,Air,Route_C,191.4
skincare,C616774-033Y/00,46.38,12.0,796.0,1270.15,Non-binary,38.0,4.0,3.0,7.0,Carrier B,6.43,Supplier 3,Kolkata,24.0,863.0,19.0,91.91,Pass,3.03,Road,Route_C,829.66
cosmetics,121000041,76.75,36.0,319.0,7101.84,Male,95.0,28.0,25.0,4.0,Carrier B,3.42,Supplier 3,Delhi,1.0,842.0,7.0,80.38,Pending,3.46,Road,Route_C,654.4
haircare,060700041,45.04,84.0,278.0,7937.3,Male,95.0,10.0,94.0,6.0,Carrier A,4.8,Supplier 3,Bangalore,17.0,647.0,20.0,41.65,Pending,3.71,Road,Route_B,942.86
cosmetics,120500101,79.56,35.0,474.0,3596.57,Non-binary,3.0,17.0,11.0,8.0,Carrier A,1.31,Supplier 3,Bangalore,29.0,484.0,1.0,67.14,Pass,0.41,Air,Route_C,557.15
haircare,121000102,43.8,72.0,450.0,1779.51,Non-binary,98.0,24.0,27.0,1.0,Carrier C,3.79,Supplier 3,Chennai,17.0,631.0,5.0,66.23,Fail,3.0,Road,Route_C,990.89
skincare,121000110,39.15,51.0,215.0,2619.56,Female,44.0,5.0,36.0,1.0,Carrier A,6.56,Supplier 5,Mumbai,16.0,778.0,15.0,88.26,Fail,3.07,Road,Route_B,772.94
cosmetics,120100054,98.52,45.0,275.0,9549.78,Male,95.0,8.0,40.0,4.0,Carrier B,9.38,Supplier 3,Kolkata,10.0,893.0,26.0,91.4,Pending,1.63,Air,Route_C,191.78
skincare,120100065,70.73,2.0,735.0,4230.15,Male,34.0,12.0,96.0,7.0,Carrier A,2.93,Supplier 1,Bangalore,3.0,481.0,27.0,66.38,Pass,2.66,Sea,Route_C,964.45
skincare,HS-6017-IC-E,62.57,12.0,709.0,5066.91,Female,20.0,7.0,76.0,5.0,Carrier A,5.55,Supplier 4,Chennai,14.0,633.0,1.0,84.53,Pending,2.35,Air,Route_B,536.72
skincare,RMG-617-LP-H,56.81,30.0,107.0,1261.55,Unknown,21.0,19.0,28.0,4.0,Carrier B,8.19,Supplier 1,Chennai,29.0,903.0,25.0,42.12,Pass,1.45,Air,Route_B,708.04
haircare,C574640-0001/00,86.77,62.0,484.0,9391.89,Non-binary,60.0,21.0,70.0,2.0,Carrier C,3.23,Supplier 5,Mumbai,9.0,514.0,24.0,65.39,Pass,3.61,Sea,Route_B,764.28
skincare,D504800-0003/00,49.35,76.0,665.0,7857.79,Male,28.0,6.0,53.0,8.0,Carrier C,9.6,Supplier 5,Kolkata,11.0,194.0,8.0,10.94,Pending,3.86,Road,Route_C,344.96
cosmetics,D504801-0003/00,64.68,11.0,780.0,8862.79,Female,80.0,1.0,84.0,5.0,Carrier B,3.47,Supplier 3,Delhi,2.0,938.0,13.0,86.79,Pass,3.29,Road,Route_B,380.62
cosmetics,C574701-0002/00,40.45,93.0,611.0,6992.44,Male,76.0,20.0,93.0,1.0,Carrier C,3.64,Supplier 5,Kolkata,28.0,785.0,18.0,46.45,Fail,4.96,Air,Route_A,747.77
skincare,D504900-0002/00,94.65,17.0,525.0,6432.05,Unknown,34.0,1.0,53.0,4.0,Carrier B,3.16,Supplier 1,Mumbai,27.0,752.0,10.0,73.97,Fail,2.86,Road,Route_C,711.78
haircare,D504901-0003/00,31.65,16.0,857.0,9230.88,Non-binary,84.0,11.0,80.0,3.0,Carrier A,6.04,Supplier 2,Kolkata,3.0,899.0,18.0,12.42,Fail,4.55,Road,Route_A,200.78
cosmetics,C574601-0004/00,41.54,53.0,856.0,9402.12,Non-binary,46.0,23.0,37.0,3.0,Carrier A,1.09,Supplier 5,Mumbai,20.0,206.0,22.0,94.15,Fail,3.03,Sea,Route_C,468.43
cosmetics,C574643-0004/00,68.78,84.0,995.0,7376.96,Male,70.0,22.0,19.0,8.0,Carrier A,3.39,Supplier 3,Kolkata,21.0,848.0,8.0,48.62,Pass,2.18,Road,Route_C,343.12
cosmetics,D504801-0005/00,40.31,81.0,481.0,5453.87,Unknown,74.0,16.0,41.0,3.0,Carrier C,9.36,Supplier 1,Chennai,26.0,748.0,11.0,92.19,Pending,1.07,Air,Route_A,454.96
skincare,Y012639-0000/00,39.51,66.0,676.0,6958.6,Male,42.0,11.0,81.0,8.0,Carrier C,5.41,Supplier 4,Kolkata,8.0,578.0,19.0,20.99,Fail,3.86,Rail,Route_A,839.39
cosmetics,C649947-0000/40,44.54,37.0,436.0,1720.41,Male,58.0,10.0,86.0,8.0,Carrier B,9.37,Supplier 2,Mumbai,18.0,912.0,19.0,28.68,Pending,3.92,Rail,Route_A,493.42
haircare,C640158-0000/20,44.26,58.0,572.0,1888.11,Male,27.0,3.0,28.0,6.0,Carrier A,8.75,Supplier 5,Mumbai,26.0,307.0,2.0,68.32,Fail,2.0,Sea,Route_A,126.97
haircare,C640158-0000/11,51.37,35.0,706.0,8953.85,Male,40.0,12.0,25.0,2.0,Carrier C,8.02,Supplier 3,Kolkata,18.0,675.0,25.0,19.23,Pass,0.32,Rail,Route_A,463.52
haircare,Y012027-0000/20,76.4,80.0,749.0,9757.12,Male,28.0,14.0,97.0,1.0,Carrier B,5.95,Supplier 3,Mumbai,23.0,478.0,15.0,92.47,Pending,0.99,Sea,Route_A,253.38
skincare,Y012027-0000/43,92.28,90.0,817.0,8836.26,Non-binary,80.0,29.0,44.0,9.0,Carrier B,9.54,Supplier 5,Mumbai,9.0,947.0,25.0,11.07,Pass,2.9,Road,Route_A,969.14
haircare,10100148,21.36,9.0,262.0,8154.3,Female,94.0,29.0,79.0,1.0,Carrier C,4.73,Supplier 2,Chennai,21.0,557.0,29.0,64.91,Fail,0.7,Air,Route_C,179.1
haircare,10100170,88.49,31.0,162.0,3895.33,Female,16.0,24.0,13.0,1.0,Carrier C,7.08,Supplier 2,Chennai,6.0,675.0,29.0,96.21,Fail,2.26,Rail,Route_C,366.87
skincare,10100175,60.65,17.0,753.0,2622.63,Female,27.0,14.0,44.0,8.0,Carrier B,3.89,Supplier 1,Kolkata,7.0,392.0,25.0,56.24,Fail,4.45,Rail,Route_A,687.02
skincare,10100176,70.92,49.0,676.0,5945.09,Male,95.0,18.0,78.0,9.0,Carrier A,4.45,Supplier 2,Delhi,5.0,994.0,25.0,93.12,Pending,1.05,Air,Route_B,271.09
skincare,10100236,99.74,36.0,76.0,1420.56,Non-binary,60.0,16.0,61.0,9.0,Carrier A,6.89,Supplier 4,Chennai,9.0,344.0,20.0,72.74,Fail,2.93,Road,Route_C,760.13
haircare,10200137,74.43,66.0,252.0,7614.19,Male,28.0,5.0,84.0,7.0,Carrier C,1.38,Supplier 5,Kolkata,14.0,401.0,3.0,19.31,Pending,3.26,Rail,Route_B,735.78
cosmetics,6666ds,28.02,26.0,425.0,2809.16,Unknown,90.0,27.0,26.0,1.0,Carrier C,5.32,Supplier 1,Chennai,14.0,570.0,24.0,21.87,Pending,2.8,Road,Route_A,889.52
skincare,102000703,87.15,40.0,423.0,6652.02,Female,30.0,14.0,13.0,7.0,Carrier A,9.04,Supplier 1,Chennai,6.0,669.0,21.0,95.0,Fail,2.37,Sea,Route_A,718.52
cosmetics,015100FX,3.09,90.0,290.0,5365.19,Female,8.0,9.0,53.0,8.0,Carrier A,9.19,Supplier 4,Kolkata,27.0,673.0,11.0,62.96,Pass,3.23,Road,Route_A,340.42
cosmetics,C630803-0000/43,81.28,2.0,423.0,1744.78,Female,80.0,11.0,89.0,7.0,Carrier A,3.73,Supplier 4,Delhi,8.0,223.0,27.0,66.03,Pass,2.55,Rail,Route_A,676.22
